rename,,renommer,,GEN,V,WIN,Standard,,
Repeat,,Répéter,,COM,,WIN,Standard,GuiGuide,
repetition,,répétition,,GEN,,WIN,Standard,,
Replace,,Remplacer,,COM,,WIN,Standard,GuiGuide,
Replace All,,Remplacer tout,,DIA,,WIN,Standard,GuiGuide,
Replace With,,Remplacer par,,DIA,,WIN,Standard,GuiGuide,
report,,Etat / rapport,,GEN,N,WIN,Standard,,The presentation of information about a given topic.
reset,,restaurer,,GEN,,WIN,Standard,GuiGuide,
Reset,,Rétablir ,,BUT,,WIN,Standard,,
resident,,résident,,GEN,,WIN,Standard,,
resize,,redimensionner,,GEN,V,WIN,Standard,GuiGuide,
resolution,,résolution,,GEN,N,WIN,Standard,,
resource,,ressource,,GEN,,WIN,Standard,,
restore,,restaurer,,GEN,V,WIN,Standard,GuiGuide,
Restore ,,Restauration,,COM,,WIN,Standard,In System menu,
resume,,reprendre,,GEN,V,WIN,Standard,GuiGuide,
retrieve,,extraire,,GEN,,WIN,Standard,,To obtain requested data.
retry,,essayer à nouveau,,GEN,,WIN,Standard,GuiGuide,
RETURN,,RETOUR,,KEY,,WIN,Standard,Style Guide,on key pad
reverse,,Inverser,,GEN,V,WIN,Standard,GuiGuide,
reverse,,Inverse,,GEN,ADJ,WIN,Standard,,
revoke,,révoquer,,GEN,V,WIN,Standard,,
Ribbon,,Ruban,,COM,,WIN,Standard,,
right aligned,,aligné à droite,,GEN,ADJ,WIN,Standard,GuiGuide,
RIGHT ARROW,,DROITE,,KEY,,WIN,Standard,GuiGuide,
right scroll arrow,,Flèche de défilement vers la droite,,GEN,,WIN,Standard,GuiGuide,
right window border,,Bordure droite de la fenêtre,,GEN,N,WIN,Standard,GuiGuide,
right-justified,,Aligné à droite,,GEN,,WIN,Standard,"US should not use.  Use ""right-aligned"" instead.",
Roadmap,,Introduction à la documentation de [nom du produit],,GEN,N,WIN,Standard,info sheet in many product packages,
ROM (Read-only Memory),,mémoire morte (MEM),,GEN,N,WIN,Standard,,
root directory,,répertoire racine,,GEN,N,WIN,Standard,,
rotate,,pivoter,,GEN,V,WIN,Standard,,
row,,ligne,,GEN,N,WIN,Standard,,A series of items arranged horizontally within a framework.
RTF (rich-text format),,RTF (rich-text format),,GEN,,WIN,Standard,,
Ruler,,Règle,,COM,,WIN,Standard,GuiGuide,
run,,Exécuter,,GEN,V,WIN,Standard,,To execute a program.
Run,,Exécuter,,COM,,WIN,Standard,GuiGuide,
run-time ,,à l'exécution / version exécutable,,GEN,,WIN,Standard,,Either the time period during which a program is running or the amount of time needed to execute the program.
running head,,Titre courant,,GEN,,WIN,Standard,,
SAA (Systems Application Architecture),,AUA (Architecture unifiée d'applications),,GEN,,WIN,Standard,Trademark of IBM,
SAF (SQL Server Administration Facility),,SAF,,GEN,,WIN,Standard,,
sample,,exemple,,GEN,,WIN,Standard,GuiGuide,
Sampler,,Livret d'exemples,,GEN,,WIN,Standard,As a book/manual title.,
sans serif font,,police sans sérif,,GEN,,WIN,Standard,"Preferably: ""sans empattement""",
save,,enregistrer,,GEN,V,WIN,Standard,,
Save,,Enregistrer,,COM,,WIN,Standard,GuiGuide,
Save All,,Enregistrer tout,,COM,,WIN,Standard,GuiGuide,
Save As,,Enregistrer sous,,COM,,WIN,Standard,GuiGuide,
Save File as Type,,Type du fichier,,DIA,,WIN,Standard,This should replace all other French terms ,
scalable font,,police dimensionnable,,GEN,N,WIN,Standard,,Any font that can be scaled to produce characters in varying sizes.
scale,,mettre à l'échelle,,GEN,V,WIN,Standard,GuiGuide,
scale,,échelle,,GEN,N,WIN,Standard,,
scaling,,mise à l'échelle,,GEN,N,WIN,Standard,GuiGuide,In graphics the process of enlarging or reducing a graphical image.
scan,,balayer / analyser / scruter,,GEN,V,WIN,Standard,"""scannériser"" is also used in France",
scanner,,"dispositif à balayage, scanneur",,GEN,,WIN,Standard,,
screen,,écran,,GEN,N,WIN,Standard,,
SCRL (Scroll Lock on),,DEF,,GEN,,WIN,Standard,Status bar abbreviation,
scroll,,faire défiler,,GEN,V,WIN,Standard,,
scroll arrow,,flèche de défilement,,GEN,N,WIN,Standard,,
scroll bar,,barre de défilement,,GEN,N,WIN,Standard,,
scroll box,,curseur de défilement,,GEN,N,WIN,Standard,,
SCROLL LOCK,,DEFILEMENT / DEFIL,,KEY,,WIN,Standard,Style Guide,
SDK (software development kit),,kit de réalisation de logiciel,,GEN,,WIN,Standard,,
Search,,Rechercher,,COM,,WIN,Standard,GuiGuide,
Search for Help on,,Aide sur,,COM,,WIN,Standard,GuiGuide,
Sec (Section),,Sec,,GEN,,WIN,Standard,Status bar abbreviation,
section,,section,,GEN,N,WIN,Standard,GuiGuide,
See also,,Voir aussi,,GEN,,WIN,Standard,re. Help,
select,,activer,,GEN,V,WIN,Standard,for a check box
select,,Sélectionner ,,GEN,V,WIN,Standard,"for selecting data, text, object, option without executing a process"
select,,choisir,,GEN,V,WIN,Standard,for a command or a button that make something happen
selected cell,,cellule sélectionnée,,GEN,,WIN,Standard,
selection,,sélection,,GEN,N,WIN,Standard,
selection cursor,,curseur de sélection,,GEN,N,WIN,Standard,
semicolon,,point-virgule,,GEN,N,WIN,Standard,
separator,,séparateur,,GEN,N,WIN,Standard,
serial communications port,,port de communication série,,GEN,N,WIN,Standard,
serial mouse,,souris série,,GEN,N,WIN,Standard,
serial printer,,imprimante série,,GEN,N,WIN,Standard,
serif,,sérif / empattement,,GEN,N,WIN,Standard,
server,,serveur,,GEN,N,WIN,Standard,
server application,,application serveur,,GEN,N,WIN,Standard,Style Guide
session,,session,,GEN,N,WIN,Standard,
set,,définir /L(19)C établir,,GEN,V,WIN,Standard,GuiGuide
Set,,Définir,,BUT,,WIN,Standard,
set up,,installer,,GEN,V,WIN,Standard,GuiGuide
Setup,,Install ,,GEN,N,WIN,Standard,Programme d'installation
Setup disk,,disque d'installation,,GEN,N,WIN,Standard,Style Guide
share name,,nom de partage,,GEN,N,WIN,Standard,
shared resource,,ressource partagée,,GEN,,WIN,Standard,
SHIFT,,MAJUSCULE (MAJ),,KEY,,WIN,Standard,GuiGuide
Short Menus,,Menus courts,,COM,,WIN,Standard,GuiGuide
shortcut,,raccourci,,GEN,,WIN,Standard,
shortcut icon,,icône de raccourci ,,GEN,,WIN,Standard,
shortcut key,,touche de raccourci,,GEN,N,WIN,Standard,
side effect,,effet secondaire,,GEN,N,WIN,Standard,
sidehead,,titre en retrait dans la marge,,GEN,N,WIN,Standard,Style Guide
sign off,,clore une session,,GEN,V,WIN,Standard,Style Guide
sign on,,ouvrir une session,,GEN,V,WIN,Standard,Style Guide
single quotation mark,,guillemet,,GEN,N,WIN,Standard,"contrast to ""double quote"""
single user,,utilisateur unique,,GEN,ADJ,WIN,Standard,
Single-Step Procedure,,procédure à étape unique,,GEN,N,WIN,Standard,
single-user,,à utilisateur unique,,GEN,N,WIN,Standard,
singular,,singulier,,GEN,N,WIN,Standard,
size,,modifier la taille / dimensionner,,GEN,V,WIN,Standard,GuiGuide
size,,taille,,GEN,N,WIN,Standard,GuiGuide
size box,,boîte de dimensionnement,,GEN,N,WIN,Standard,
sizing handle,,poignée de redimensionnement,,GEN,N,WIN,Standard,GuiGuide
slash,,barre oblique,,GEN,N,WIN,Standard,
slider,,curseur,,GEN,N,WIN,Standard,GuiGuide
slider indicator,,indicateur de défilement,,GEN,N,WIN,Standard,GuiGuide
small cap,,petite majuscule,,GEN,N,WIN,Standard,
small capital,,petite majuscule,,GEN,N,WIN,Standard,GuiGuide
smart quotes,,guillemets anglais,,GEN,N,WIN,Standard,
SNA (systems network architecture),,Architecture de réseau des systèmes IBM,,GEN,N,WIN,Standard,
soft font,,police logicielle / téléchargeable,,GEN,,WIN,Standard,
soft return,,retour à la ligne facultatif,,GEN,,WIN,Standard,
software,,logiciel,,GEN,N,WIN,Standard,
sort ,,trier,,GEN,V,WIN,Standard,
sort key,,clé de tri,,GEN,N,WIN,Standard,
sorting,,tri,,GEN,V,WIN,Standard,
sorting order,,ordre de tri,,GEN,N,WIN,Standard,
sound,,son,,GEN,N,WIN,Standard,
sound recorder,,enregistreur de sons,,GEN,N,WIN,Standard,GuiGuide
source,,source,,GEN,N,WIN,Standard,
source application,,application source,,GEN,N,WIN,Standard,GuiGuide
source document,,document source,,GEN,N,WIN,Standard,GuiGuide
space,,espace,,GEN,N,WIN,Standard,
SPACEBAR,,ESPACE,,KEY,,WIN,Standard,
special character,,caractère spécial,,KEY,,WIN,Standard,
speed key,,touche de raccourci,,GEN,N,WIN,Standard,"US should not use.  Use ""access key"" or ""shortcut key"" according to meaning."
spelling checker ,,vérificateur d'orthogaphe,,GEN,N,WIN,Standard,
spike,,pique-notes,,GEN,N,WIN,Standard,,
spin box,,zone de sélection numérique,,GEN,N,WIN,Standard,,
Split,,Fractionner,,COM,,WIN,Standard,GuiGuide,
split,,fractionner,,GEN,V,WIN,Standard,GuiGuide,
split bar,,barre de fractionnement,,GEN,N,WIN,Standard,,
split box,,barre de fractionnement,,GEN,N,WIN,Standard,,
spooling,,mise en file d'attente,,GEN,N,WIN,Standard,,
spreadsheet,,feuille de calcul,,GEN,N,WIN,Standard,,
spreadsheet program,,tableur,,GEN,N,WIN,Standard,,
SQL (Structured Query Language),,SQL,,GEN,,WIN,Standard,,"A database sublanguage for querying, updating and managing relational dbs."
stack,,pile,,GEN,,WIN,Standard,,
stack,,empiler,,GEN,V,WIN,Standard,,
stand-alone mode,,autonome,,GEN,ADJ,WIN,Standard,,
start up,,démarrer,,GEN,V,WIN,Standard,,
start-up,,de démarrage ,,GEN,ADJ,WIN,Standard,,
statement,,instruction,,GEN,N,WIN,Standard,,
static,,statique / fixe,,GEN,,WIN,Standard,check context,
status bar,,barre d'état,,GEN,ADJ,WIN,Standard,,
status-bar indicator,,indicateur de la barre d'état,,GEN,,WIN,Standard,GuiGuide,
strike,,taper,,GEN,V,WIN,Standard,"US should not use. Use ""press"" or ""type""  instead",
strikethrough,,barré,,GEN,ADJ,WIN,Standard,,
string,,chaîne (de caractères),,GEN,N,WIN,Standard,,
style sheet,,feuille de style,,GEN,N,WIN,Standard,,
subdirectory,,sous-répertoire,,GEN,N,WIN,Standard,,
subentry,,entrée secondaire,,GEN,N,WIN,Standard,,
subheading,,sous-titre,,GEN,,WIN,Standard,,
submenu,,sous-menu,,GEN,,WIN,Standard,,
subroutine,,sous-routine,,GEN,,WIN,Standard,,"A common term for ""routine"". Often used for shorter, general routines that are likely to be called often."
subscript,,indice,,GEN,,WIN,Standard,,One or more characters printed slightly below the baseline of surrounding text.
subsidiary,,filiale,,GEN,N,WIN,Standard,,
superscript,,exposant,,GEN,,WIN,Standard,,A character printed slightly above the surrounding text.
supplier,,fournisseur,,GEN,N,WIN,Standard,Style Guide,
switch,,basculer,,GEN,V,WIN,Standard,GuiGuide,
switch,,commutateur,,GEN,N,WIN,Standard,,"A circuit element that has two states, on and off. In MS-DOS, an argument used to control the execution of a command or application."
switch,,basculer vers,,GEN,V,WIN,Standard,GuiGuide,
Switch to,,Basculer vers,,COM,,WIN,Standard,,
Switching to Microsoft product,,Passage de ... à ...,,GEN,,WIN,Standard,As a book/manual title.,
SYLK (Symbolic Link File format),,SYLK,,GEN,,WIN,Standard,,
syntax,,syntaxe,,GEN,N,WIN,Standard,,
SYS RQ (Sys Req key / System Request key),,Système / Syst,,KEY,,WIN,Standard,,
system,,système,,GEN,N,WIN,Standard,,
system prompt,,invite du système,,GEN,N,WIN,Standard,,
TAB,,TABULATION,,KEY,,WIN,Standard,Style Guide,
tab stop,,taquet de tabulation,,GEN,N,WIN,Standard,,
table,,tableau,,GEN,N,WIN,Standard,,
TB (terabyte),,téraoctet,,GEN,N,WIN,Standard,,
Technical Reference,,Manuel de référence technique,,GEN,,WIN,Standard,As a book / manual title.,
Technical Support,,support technique,,GEN,,WIN,Standard,,
template,,modèle,,GEN,N,WIN,Standard,,A package or a form.
terabyte,,téraoctet,,GEN,N,WIN,Standard,,
terminal,,station de travail,,GEN,N,WIN,Standard,"Do not use in US. Use ""monitor"" or ""workstation""","A device consisting of a video adapter, a monitor and a keyboard."
terminate,,fermer / quitter / annuler,,GEN,V,WIN,Standard,"Do not use in US. Use ""quit"" or ""close"" instead",
terminology,,terminologie,,GEN,N,WIN,Standard,,
text box,,zone de texte,,GEN,N,WIN,Standard,GuiGuide/ Style Guide,
text frame,,cadre,,GEN,N,WIN,Standard,GuiGuide,
This package can be recycled,,Ce coffret peut être recyclé,,GEN,,WIN,Standard,,
TIFF (Tag Image File Format),,TIFF,,GEN,,WIN,Standard,,"A standard file format commonly used for scanning, storage and interchange of gray-scale graphic images."
tilde,,tilde,,GEN,,WIN,Standard,,
Tile,,Mosaïque,,COM,,WIN,Standard,A Windows command,
tiled windows,,fenêtres en mosaïque,,GEN,,WIN,Standard,In Windows,
tip,,conseil,,GEN,N,WIN,Standard,,Used in manuals to alert the reader to some potential problem.
title,,titre,,GEN,N,WIN,Standard,,
title bar,,barre de titre,,GEN,N,WIN,Standard,,
toggle,,basculer / alterner,,GEN,V,WIN,Standard,,
tool,,outil,,GEN,N,WIN,Standard,GuiGuide,
Tool Tip,,info-bulles,,GEN,,WIN,Standard,,
toolbar,,barre d'outils,,GEN,N,WIN,Standard,,
toolbox,,boîte à outils,,GEN,N,WIN,Standard,,
toolkit,,trousse à outils,,GEN,,WIN,Standard,,
Tools,,Outils,,MNU,,WIN,Standard,GuiGuide,
top window border,,bordure supérieure de la fenêtre,,GEN,N,WIN,Standard,GuiGuide,
tracking,,suivi,,GEN,,WIN,Standard,,"The act of following a path, a process."
trademark,,marque,,GEN,N,WIN,Standard,,
transfer,,transfert,,GEN,N,WIN,Standard,,The movement of data from one location to another.
transfer,,transférer,,GEN,V,WIN,Standard,,
transmit,,transmettre,,GEN,V,WIN,Standard,Use for transmitting messages,Sending information over a communications line or a circuit.
transparent,,transparent,,GEN,ADJ,WIN,Standard,,
trap,,interrompre / récupérer / piéger,,GEN,V,WIN,Standard,,
trapping,,déroutement,,GEN,,WIN,Standard,"of errors, as in WinNT",
"Trash, the",,corbeille,,GEN,N,WIN,Standard,Apple Term; the Macintosh icon is a trashcan.,
tree structure,,arborescence,,GEN,,WIN,Standard,,
troubleshoot,,dépanner,,GEN,,WIN,Standard,,
truncate,,tronquer,,GEN,V,WIN,Standard,,To cut off the beginning or end or a series of characters or numbers.
TSR (terminate-and-stay-resident),,programme résident,,GEN,,WIN,Standard,,
TTY (teletype / teletypewriter),,télétype,,GEN,,WIN,Standard,,
tutorial,,didacticiel,,GEN,N,WIN,Standard,GuiGuide,
twip,,twip,,GEN,N,WIN,Standard,A Microsoft term; a measurement for 1/20 of a point,
type,,taper,,GEN,V,WIN,Standard,,To enter information by means of the keyboard
type size,,taille de la police,,GEN,N,WIN,Standard,"Do not use uin English.  Use ""font size"" ",
type style,,style de la police,,GEN,N,WIN,Standard,,
typeface,,œil de caractère,,GEN,N,WIN,Standard,"US should not use.  Use ""font"" in English",
typographic convention,,convention typographique,,GEN,,WIN,Standard,,
unavailable,,non disponible / estompé,,GEN,,WIN,Standard,,
undelete,,restaurer / restituer,,GEN,,WIN,Standard,,
underline,,souligner,,GEN,V,WIN,Standard,,
Underline,,Souligner / Soulignement,,DIA,,WIN,Standard,GuiGuide,
underscore,,trait de soulignement,,GEN,,WIN,Standard,,
Undo,,Annuler,,COM,N,WIN,Standard,GuiGuide,
unfreeze,,libérer,,GEN,,WIN,Standard,GuiGuide,
unhide,,afficher,,GEN,,WIN,Standard,GuiGuide,
Unhide,,Afficher,,COM,,WIN,Standard,,
Up,,Haut,,DIA,,WIN,Standard,GuiGuide,
UP ARROW,,HAUT,,KEY,,WIN,Standard,Style Guide,
up scroll arrow,,flèche de défilement vers le haut,,GEN,,WIN,Standard,GuiGuide,
Update,,Mise à jour,,COM,V,WIN,Standard,GuiGuide,
update,,mettre à jour,,GEN,V,WIN,Standard,GuiGuide,
update,,mise à jour,,GEN,N,WIN,Standard,,
upgrade,,mettre à niveau,,GEN,V,WIN,Standard,for SQL,A new or enhanced version of a product.
upgrade,,mise à niveau,,GEN,N,WIN,Standard,,
uppercase,,majuscule,,GEN,N,WIN,Standard,,
use,,utiliser,,GEN,V,WIN,Standard,,
use,,utilisation,,GEN,N,WIN,Standard,,
user account,,compte d'utilisateur,,GEN,N,WIN,Standard,,
user input,,entrée d'utilisateur,,GEN,N,WIN,Standard,,
user interface,,interface utilisateur,,GEN,N,WIN,Standard,,
user name,,nom d'utilisateur,,GEN,N,WIN,Standard,,
user-defined,,défini par l'utilisateur,,GEN,ADJ,WIN,Standard,,
user-friendly,,convivial,,GEN,,WIN,Standard,"also ""facile à utiliser""",
User’s Guide,,Guide de l'utilisateur,,GEN,N,WIN,Standard,As a manual / book title,
User’s Reference,,Manuel de référence,,GEN,,WIN,Standard,As a manual / book title,
Utilities,,Outils,,MNU,,WIN,Standard,GUI Guide,
VAN (value-added network),,réseau à valeur ajoutée,,GEN,,WIN,Standard,,
VAR (value-added reseller),,revendeur à valeur ajoutée,,GEN,,WIN,Standard,,
variable,,variable,,GEN,N,WIN,Standard,,
VDT (video display terminal),,tube à rayons cathodiques (TRC),,GEN,,WIN,Standard,,
VDU (video display unit),,moniteur vidéo,,GEN,,WIN,Standard,,"same as ""monitor"""
version number,,numéro de version,,GEN,N,WIN,Standard,,
versus / vs.,,par opposition à / contre,,GEN,,WIN,Standard,,
vertical scroll bar,,barre de défilement verticale,,GEN,N,WIN,Standard,GUI Guide,
vertical split bar,,barre de fractionnement verticale,,GEN,N,WIN,Standard,GUI Guide,
VGA (Video Graphics Adapter),,VGA,,GEN,,WIN,Standard,,
view,,afficher,,GEN,V,WIN,Standard,GUI Guide,
View,,Affichage,,COM,,WIN,Standard,GUI Guide,
virtual memory,,mémoire virtuelle,,GEN,,WIN,Standard,,
virus detection,,détection de virus,,GEN,,WIN,Standard,,
volume label,,nom de volume,,GEN,,WIN,Standard,,"A name for a disk or tape, usually assigned by the user during formatting; same as ""volume name""."
VRC (vertical redundancy check),,Vérification de l'exactitude des données,,GEN,,WIN,Standard,,
wallpaper,,papier peint,,GEN,N,WIN,Standard,GUI Guide,
WAN (Wide Area Network),,grand réseau,,GEN,,WIN,Standard,"By contrast with ""local area""",
warm boot,,redémarrage à chaud,,GEN,,WIN,Standard,,A system restart that does not involve turning on the power.
warning,,avertissement / attention,,GEN,N,WIN,Standard,,Used in manuals to alert the reader to some potential problem.
warning message,,avertissement,,GEN,N,WIN,Standard,GUI Guide,
white space,,blanc / espace,,GEN,N,WIN,Standard,,
widow,,ligne veuve,,GEN,,WIN,Standard,,
wildcard,,caractère générique ,,GEN,N,WIN,Standard,
Window,,Fenêtre,,MNU,,WIN,Standard,GUI Guide
window background,,fond de la fenêtre,,GEN,N,WIN,Standard,GUI Guide
window border,,bordure de la fenêtre,,GEN,N,WIN,Standard,GUI Guide
window corner,,coin de la fenêtre,,GEN,N,WIN,Standard,GUI Guide
window frame,,filet de bordure,,GEN,N,WIN,Standard,GUI Guide
window size,,taille de la fenêtre,,GEN,N,WIN,Standard,GUI Guide
window title,,titre de la fenêtre,,GEN,N,WIN,Standard,GUI Guide
Windows Setup,,(Programme d') Installation de Windows,,GEN,N,WIN,Standard,GUI Guide
Wizard,,Assistant,,GEN,,WIN,Standard,
word processor,,traitement de texte,,GEN,N,WIN,Standard,
wordwrap,,renvoi à la ligne automatique,,GEN,N,WIN,Standard,
workgroup,,groupe de travail / workgroup,,GEN,N,WIN,Standard,Note erroneous other entry
working directory,,répertoire de travail,,GEN,N,WIN,Standard,
worksheet,,feuille de programmation / tableur,,GEN,,WIN,Standard,
workshop,,atelier,,GEN,N,WIN,Standard,
workspace,,espace de travail / environnement,,GEN,N,WIN,Standard,,
workstation,,station de travail / poste de travail,,GEN,N,WIN,Standard,,
"WORM (write once, read many times)",,disque non réinscriptible,,GEN,,WIN,Standard,,A type of optical disc that can be read and reread but not be altered after it has been recorded.
write-protected,,protégé en écriture,,GEN,,WIN,Standard,,
WYSIWYG (what you see is what you get),,"tel écrit, tel écran",,GEN,,WIN,Standard,,
XMS (extended memory specification),,spécification de mémoire étendue,,GEN,,WIN,Standard,,
ZIP code,,code postal,,GEN,,WIN,Standard,,
Zoom,,Zoom,,COM,,WIN,Standard,GUI Guide,
zoom box,,zone zoom,,GEN,N,WIN,Standard,,
zoom in,,zoom avant,,GEN,V,WIN,Standard,GUI Guide,
zoom out,,zoom arrière,,GEN,V,WIN,Standard,GUI Guide,
