Font:,,Betûtípus:,,TXT,,WIN,WRKS3
Footer:,,Lábléc:,,TXT,,WIN,WRKS3
Footnote,,Körlevél,,TXT,,WIN,WRKS3
Footnote,,Lábjegyzet,,TXT,,WIN,WRKS3
Foreground:,,Elõtér:,,TXT,,WIN,WRKS3
Form Letter,,Lábjegyzet,,TXT,,WIN,WRKS3
Format,,Formátum,,TXT,,WIN,WRKS3
Found modem on %s.,,Elérhetõ modem: %s.,,TXT,,WIN,WRKS3
France,,Franciaország,,TXT,,WIN,WRKS3
From Paste,,Vágólapról,,TXT,,WIN,WRKS3
Gallery,,Diagramkészlet,,TXT,,WIN,WRKS3
Germany,,Németország,,TXT,,WIN,WRKS3
Guess,,Találgat,,TXT,,WIN,WRKS3
Hang Up,,Bontás,,TXT,,WIN,WRKS3
History:,,Elõzmények:,,TXT,,WIN,WRKS3
Home Inventory,,Levélfejléc,,TXT,,WIN,WRKS3
Horizontal (X) Axis:,,Vízszintes tengely (X):,,TXT,,WIN,WRKS3
Horizontal spacing,,Vízszintes távolság,,TXT,,WIN,WRKS3
Hot Zone:,,Elválasztható mezõ:,,TXT,,WIN,WRKS3
Hour,,Óra,,TXT,,WIN,WRKS3
How to compare the field:,,Összehasonlítási szempont:,,TXT,,WIN,WRKS3
Hyphenate At:,,Elválasztás helye:,,TXT,,WIN,WRKS3
Hyphenates a word if at end of line,,Sorvégi szóelválasztás,,TXT,,WIN,WRKS3
Incorrect hyphenation,,Helytelen elválasztás,,TXT,,WIN,WRKS3
Initialize,,Elindítás,,TXT,,WIN,WRKS3
Insert Column,,Oszlopbeszúrás,,TXT,,WIN,WRKS3
Insert Object,,Objektumbeszúrás,,TXT,,WIN,WRKS3
Insert PageBreak,,Beszúrás (oldaltörés),,TXT,,WIN,WRKS3
Insert Row,,Sorbeszúrás,,TXT,,WIN,WRKS3
Italian Envelope,,Olasz boríték,,TXT,,WIN,WRKS3
Italy,,Olaszország,,TXT,,WIN,WRKS3
Keyword Search,,Kulcsszó keresése,,TXT,,WIN,WRKS3
Label frequency:,,Felirat sûrûsége:,,TXT,,WIN,WRKS3
Label Name:,,Felirat:,,TXT,,WIN,WRKS3
Large Capacity,,Nagykapacitású,,TXT,,WIN,WRKS3
Large Format,,Nagyalakú,,TXT,,WIN,WRKS3
Length,,Hossz,,TXT,,WIN,WRKS3
Letterhead,,Tagnyilvántartás,,TXT,,WIN,WRKS3
Life,,Élettartam,,TXT,,WIN,WRKS3
Line,,Vonal,,TXT,,WIN,WRKS3
Line Delay:,,Sorkésleltetés:,,TXT,,WIN,WRKS3
LookupValue,,Érték,,TXT,,WIN,WRKS3
Lower Tray,,Alsó adagoló,,TXT,,WIN,WRKS3
Manual Envelope,,Kézi borítékadagolás,,TXT,,WIN,WRKS3
Manual Feed,,Kézi adagolás,,TXT,,WIN,WRKS3
Markers:,,Jelkészlet:,,TXT,,WIN,WRKS3
Maximum:,,Maximum:,,TXT,,WIN,WRKS3
Meanings:,,Jelentések:,,TXT,,WIN,WRKS3
Membership Tracker,,Tanulónyilvántartás,,TXT,,WIN,WRKS3
Minute,,Perc,,TXT,,WIN,WRKS3
Modem Name,,Modem neve,,TXT,,WIN,WRKS3
Modem port:,,Modem csatlakozó:,,TXT,,WIN,WRKS3
Multimedia Edition,,Multimédia kiadás,,TXT,,WIN,WRKS3
Name of service:,,Hívott állomás neve:,,TXT,,WIN,WRKS3
Name:,,Név:,,TXT,,WIN,WRKS3
Names,,Nevek,,TXT,,WIN,WRKS3
New name:,,Új név:,,TXT,,WIN,WRKS3
North,,Észak,,TXT,,WIN,WRKS3
Norway,,Norvégia,,TXT,,WIN,WRKS3
Now paginating,,Tördelés alatt,,TXT,,WIN,WRKS3
Now printing,,Nyomtatás,,TXT,,WIN,WRKS3
Number of decimals:,,Tizedesjegyek:,,TXT,,WIN,WRKS3
Number of digits:,,Számjegyek:,,TXT,,WIN,WRKS3
Offset,,Kezdet,,TXT,,WIN,WRKS3
Page Footer,,Lábléc,,TXT,,WIN,WRKS3
Paste,,Beillesztés,,TXT,,WIN,WRKS3
Paste Text,,Szöveg beillesztése,,TXT,,WIN,WRKS3
Pattern:,,Mintázat:,,TXT,,WIN,WRKS3
Patterns:,,Minták:,,TXT,,WIN,WRKS3
Pause for the following length of time:,,A szünet hossza:,,TXT,,WIN,WRKS3
Payment,,Részlet,,TXT,,WIN,WRKS3
Period,,Idõszak,,TXT,,WIN,WRKS3
Personal Envelope,,Egyedi boríték,,TXT,,WIN,WRKS3
Phone number:,,Telefonszám:,,TXT,,WIN,WRKS3
Port:,,Csatlakozó:,,TXT,,WIN,WRKS3
PresentVal,,JelenÉrték,,TXT,,WIN,WRKS3
Prints current time,,Nyomtatás idejének beszúrása,,TXT,,WIN,WRKS3
Prints filename,,Fájlnév nyomtatása,,TXT,,WIN,WRKS3
Prints page number,,Oldalszámozás nyomtatása,,TXT,,WIN,WRKS3
Queries:,,Lekérdezések:,,TXT,,WIN,WRKS3
Radar,,Sugár,,TXT,,WIN,WRKS3
Ranges:,,Tartományok:,,TXT,,WIN,WRKS3
Rate,,Kamatláb,,TXT,,WIN,WRKS3
Receive binary file,,Bináris fájl fogadása,,TXT,,WIN,WRKS3
Receive Directory:,,Fogadó könyvtár:,,TXT,,WIN,WRKS3
Receiving in progress...,,Vétel folyamatban...,,TXT,,WIN,WRKS3
Recently used files:,,Új keletû dokumentumok:,,TXT,,WIN,WRKS3
Record Height,,Rekordmagasság,,TXT,,WIN,WRKS3
Redial attempts:,,Ismétlések száma:,,TXT,,WIN,WRKS3
Redial delay:,,Köztes szünet (mp):,,TXT,,WIN,WRKS3
Repaginating page,,Tördelés alatt,,TXT,,WIN,WRKS3
Repeated Word,,Ismételt szó,,TXT,,WIN,WRKS3
Replace With:,,Új szöveg:,,TXT,,WIN,WRKS3
Ringing,,Csengetés,,TXT,,WIN,WRKS3
Round to:,,Kerekítés:,,TXT,,WIN,WRKS3
Script to edit:,,Parancslista:,,TXT,,WIN,WRKS3
Second,,Másodperc,,TXT,,WIN,WRKS3
Seconds,,másodperc,,TXT,,WIN,WRKS3
Serial Number:,,Sorozatszám:,,TXT,,WIN,WRKS3
Service,,Hívott állomás,,TXT,,WIN,WRKS3
Sheets:,,Számolótáblák:,,TXT,,WIN,WRKS3
Sign-on,,Bejelentkezés,,TXT,,WIN,WRKS3
Size:,,Méret:,,TXT,,WIN,WRKS3
Skipping this file...,,A megadott fájl kihagyása...,,TXT,,WIN,WRKS3
Small Format,,Kis formátumú,,TXT,,WIN,WRKS3
South,,Dél,,TXT,,WIN,WRKS3
Spain,,Spanyolország,,TXT,,WIN,WRKS3
"Starts a new line, not new paragraph",,Új sor kezdése,,TXT,,WIN,WRKS3
Student Profile,,Üzleti kapcsolatok,,TXT,,WIN,WRKS3
Subtitle and Labels,,Alcím és feliratok,,TXT,,WIN,WRKS3
Suggestions:,,Javaslatok:,,TXT,,WIN,WRKS3
Synonyms:,,Szinonimák:,,TXT,,WIN,WRKS3
Table Format:,,Táblázatformátum:,,TXT,,WIN,WRKS3
Table of Contents,,Tartalomjegyzék,,TXT,,WIN,WRKS3
Template Name:,,Sablon neve:,,TXT,,WIN,WRKS3
Term,,Futamidõ,,TXT,,WIN,WRKS3
Terminating the transfer...,,Átvitel megszakítása...,,TXT,,WIN,WRKS3
