English,English Hotkey,Localised,Localised Hotkey,Category,Type,Environment,Product Name,Comments
Import Spreadsheet Options - |1,,Alternativer for regnearkimport - |1,,TDB,,WIN,Access,Ver 2.0.
Import Tables,,Importer tabeller,,TDB,,WIN,Access,Ver 2.0.
Import Text Options - |1,,Alternativer for tekstimport - |1,,TDB,,WIN,Access,Ver 2.0.
Import...,I,Importer...,m,COM,,WIN,Access,Ver 2.0.
Import...,,Importer...,,COM,,WIN,Access,Ver 2.0. Popup menu item (no hotkey)
Import/Export Setup,,Import-/eksportoppsett,,TDB,,WIN,Access,Ver 2.0.
Import/Export Setup,,Import-/eksportoppsett,,GBN,,WIN,Access,Ver 2.0. Tooltip text
in,,tommer,,TXT,,WIN,Access,Ver 2.0.
in |1,,i |1,,TXT,,WIN,Access,Ver 2.0.
In Database Window,,I databasevinduet,,ARG,,WIN,Access,Ver 2.0. Macro Argument name
in.,,tommer.,,TXT,,WIN,Access,Ver 2.0.
inches,,tommer,,TXT,,WIN,Access,Ver 2.0.
Increase,I,Øk,Ø,COM,,WIN,Access,Ver 2.0. Item in a submenu
Increase Horizontal Space,,Øk vannrett mellomrom,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Increase Vertical Space,,Øk loddrett mellomrom,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Index Properties,,Indeksegenskaper,,TXT,,WIN,Access,Ver 2.0.
Indexed,,Indeksert,,TXT,,WIN,Access,Ver 2.0. Property or event
Indexes,,Indekser,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Indexes...,I,Indekser...,I,COM,,WIN,Access,Ver 2.0.
Indexes...,,Indekser...,,COM,,WIN,Access,Ver 2.0. Popup menu item (no hotkey)
Indexes:,I,Indekser:,I,DIA,,WIN,Access,Ver 2.0.
Input Mask,,Inndatamaske,,TXT,,WIN,Access,Ver 2.0. Property or event
Input/Output,,Inndata/utdata,,TXT,,WIN,Access,Ver 2.0. Strings found in Expression Builder
InSelection,,IUtvalg,,TXT,,WIN,Access,Ver 2.0. Property or event
Insert Column,n,Sett inn kolonne,o,COM,,WIN,Access,Ver 2.0.
Insert Column,,Sett inn kolonne,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Insert Control,C,Sett inn kontroll,k,BUT,,WIN,Access,Ver 2.0.
Insert File,,Sett inn fil,,TXT,,WIN,Access,Ver 2.0. Menu item command (only appears in error messageboxes)
Insert Object,,Sett inn objekt,,TDB,,WIN,Access,Ver 2.0.
Insert Object,,Sett inn objekt,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Insert Object from File,,Sett inn objekt fra fil,,TXT,,WIN,Access,Ver 2.0.
Insert Object...,j,Sett inn objekt...,b,COM,,WIN,Access,Ver 2.0.
Insert Object...,,Sett inn objekt...,,COM,,WIN,Access,Ver 2.0. Popup menu item (no hotkey)
Insert Row,I,Sett inn rad,i,COM,,WIN,Access,Ver 2.0.
Insert Row,,Sett inn rad,,GBN,,WIN,Access,Ver 2.0. Tooltip text
InsertColumn,,Sett inn kolonne,,TXT,,WIN,Access,Ver 2.0. Menu item command (only appears in error messageboxes)
InsertFile,,Setter inn fil,,TXT,,WIN,Access,Ver 2.0. Menu command name (only appears in error message boxes)
InsertObject,,Sett inn objekt,,TXT,,WIN,Access,Ver 2.0. Menu item command (only appears in error messageboxes)
InsertRow,,Sett inn rad,,TXT,,WIN,Access,Ver 2.0. Menu item command (only appears in error messageboxes)
Inspection,,Inspeksjon,,TXT,,WIN,Access,Ver 2.0. Strings found in Expression Builder
Integer,,Heltall,,TXT,,WIN,Access,Ver 2.0. List box item (data type)
InvokeBuilder,,Start verktøy,,TXT,,WIN,Access,Ver 2.0. Menu/toolbar button command name (only appears in error messageboxes when command cannot complete)
InvokeZoom,,Utfør zoom,,TXT,,WIN,Access,Ver 2.0. Menu/toolbar button command name (only appears in error messageboxes when command cannot complete)
Is Visible,,ErSynlig,,TXT,,WIN,Access,Ver 2.0. Property or event
Is...,,Er...,,TXT,,WIN,Access,Ver 2.0. Tool tip text and status bar text
Italic,,Kursiv,,TXT,,WIN,Access,Ver 2.0. Tool tip text and status bar text
Item,,Element,,ARG,,WIN,Access,Ver 2.0. Macro Argument name
Item Layout,,Elementoppsett,,BUT,,WIN,Access,Ver 2.0.
Item Size,,Elementstørrelse,,BUT,,WIN,Access,Ver 2.0.
Item Suffix,,Elementsuffiks,,TXT,,WIN,Access,Ver 2.0. Property or event
ItemData,,Dataelement,,TXT,,WIN,Access,Ver 2.0. Property or event
Items Across:,c,Elementer bortover:,E,TXB,,WIN,Access,Ver 2.0.
Items:,I,Elementer:,E,DIA,,WIN,Access,Ver 2.0.
Join Properties,,Koblingsegenskaper,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Join Properties...,J,Koblingsegenskaper...,K,COM,,WIN,Access,Ver 2.0.
Join Tables,,Koble tabeller,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Join Tables...,J,Koble tabeller...,b,COM,,WIN,Access,Ver 2.0.
JoinProperties,,Koblingsegenskaper,,TXT,,WIN,Access,Ver 2.0. Menu item command (only appears in error messageboxes)
JoinTables,,Koble tabeller,,TXT,,WIN,Access,Ver 2.0. Menu item command (only appears in error messageboxes)
Keep Together,,HoldSamlet,,TXT,,WIN,Access,Ver 2.0. Property or event
Key Assignment Macro,,Tastetilordningsmakro,,TXT,,WIN,Access,Ver 2.0. Options Preference Items
Key Violation,,Brudd på nøkkelregler,,TXT,,WIN,Access,Ver 2.0.
Keyboard,,Tastatur,,TXT,,WIN,Access,Ver 2.0. Options Categories
Keystrokes,,Tastetrykk,,ARG,,WIN,Access,Ver 2.0. Macro Argument name
Label,,Etikett,,TDB,,WIN,Access,Ver 2.0. Title of Property Box
Label Align,,Etikettjustering,,TXT,,WIN,Access,Ver 2.0. Property or event
Label X,,EtikettX,,TXT,,WIN,Access,Ver 2.0. Property or event
Label Y,,EtikettY,,TXT,,WIN,Access,Ver 2.0. Property or event
Landscape,L,Liggende,L,BUT,,WIN,Access,Ver 2.0.
Large Buttons,L,Store knapper,k,BUT,,WIN,Access,Ver 2.0.
Large Toolbar Buttons,,Store verktøylinjeknapper,,TXT,,WIN,Access,Ver 2.0. Options Preference Items
Last,L,Siste,S,COM,,WIN,Access,Ver 2.0. Item in a submenu
Last,,Siste,,TXT,,WIN,Access,Ver 2.0. Menu item command (only appears in error messageboxes)
Last Record,,Siste post,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Layout for Print,,Skriverskrifter,,TXT,,WIN,Access,Ver 2.0. Property or event
Layout Properties,,Designegenskaper,,TXT,,WIN,Access,Ver 2.0. Listbox item
Leading Zeros in Dates,Z,Foranstilte nuller i datoer,u,BUT,,WIN,Access,Ver 2.0.
Left,,Venstre,,COM,,WIN,Access,Ver 2.0. Could be used as popup menu item (no hotkey) or tooltip text
Left,L,Venstre,V,COM,,WIN,Access,Ver 2.0. Item in a submenu
Left Margin,,Venstre marg,,TXT,,WIN,Access,Ver 2.0. Options Preference Items
Left-Align Text,,Venstrejuster tekst,,TXT,,WIN,Access,Ver 2.0. Tool tip text and status bar text
Left-align text and right-align numbers within control,,Venstrejuster tekst og høyrejuster tall innenfor kontrollen,,TXT,,WIN,Access,Ver 2.0. Tool tip text and status bar text
Left-align text within control,,Venstrejuster tekst innenfor kontrollen,,TXT,,WIN,Access,Ver 2.0. Tool tip text and status bar text
Left:,f,Venstre:,V,TXB,,WIN,Access,Ver 2.0.
Limit To List,,BareFraListe,,TXT,,WIN,Access,Ver 2.0. Property or event
Line,,Linje,,TDB,,WIN,Access,Ver 2.0. Title of Property Box
Line Slant,,Linjeretning,,TXT,,WIN,Access,Ver 2.0. Property or event
Link Child Fields,,KobleUnderordnetFelt,,TXT,,WIN,Access,Ver 2.0. Property or event
Link Master Fields,,KobleOverordnetFelt,,TXT,,WIN,Access,Ver 2.0. Property or event
Links...,k,Koblinger...,g,COM,,WIN,Access,Ver 2.0.
List Box,,Listeboks,,TDB,,WIN,Access,Ver 2.0. Title of Property Box
List Rows,,AntallRader,,TXT,,WIN,Access,Ver 2.0. Property or event
List Width,,Listebredde,,TXT,,WIN,Access,Ver 2.0. Property or event
ListCount,,AntallLister,,TXT,,WIN,Access,Ver 2.0. Property or event
ListIndex,,Listeindeks,,TXT,,WIN,Access,Ver 2.0. Property or event
Load From Query...,,Hent fra spørring...,,COM,,WIN,Access,Ver 2.0. Popup menu item (no hotkey)
Load Text,,Last tekst,,TDB,,WIN,Access,Ver 2.0.
Load Text,,Last tekst,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Load Text...,o,Last tekst...,e,COM,,WIN,Access,Ver 2.0.
Loaded Forms,,Lastede skjemaer,,TXT,,WIN,Access,Ver 2.0. Strings found in Expression Builder
Loaded Modules,a,Lastede moduler,L,BUT,,WIN,Access,Ver 2.0.
Loaded Reports,,Lastede rapporter,,TXT,,WIN,Access,Ver 2.0. Strings found in Expression Builder
LoadText,,Last tekst,,TXT,,WIN,Access,Ver 2.0. Menu/toolbar button command name (only appears in error messageboxes when command cannot complete)
Lock Edits,,LåsRedigering,,TXT,,WIN,Access,Ver 2.0. Property or event
Locked,,Låst,,TXT,,WIN,Access,Ver 2.0. Property or event
Log Messages,,Loggmeldinger,,TXT,,WIN,Access,Ver 2.0. Property or event
Long binary data,,Lange binærdata,,TXT,,WIN,Access,Ver 2.0. List box item: type of builder that user can call
Long binary or text value,,Lang binær- eller tekstverdi,,TXT,,WIN,Access,Ver 2.0.
Long Date,,Lang dato,,TXT,,WIN,Access,Ver 2.0. Listbox item : Date/time format
Long Integer,,Langt heltall,,TXT,,WIN,Access,Ver 2.0. List box item (data type)
Long Time,,Langt klokkeslett,,TXT,,WIN,Access,Ver 2.0. Listbox item : Date/time format
lpOleObject,,lpOle-objekt,,TXT,,WIN,Access,Ver 2.0. Property or event
Macro,M,Makro,M,MNU,,WIN,Access,Ver 2.0.
Macro,,Makro,,TXT,,WIN,Access,Ver 2.0.
Macro Builder,,Makroverktøy,,TXT,,WIN,Access,Ver 2.0. List box item: type of builder that user can call
Macro Design,,Makrodesign,,TXT,,WIN,Access,Ver 2.0. Options Categories
Macro Name,,Makronavn,,ARG,,WIN,Access,Ver 2.0. Macro Argument name
Macro Name:,N,Makronavn:,n,TXB,,WIN,Access,Ver 2.0.
Macro Name:,N,Makro:,M,DIA,,WIN,Access,Ver 2.0.
Macro Names,M,Makronavn,M,COM,,WIN,Access,Ver 2.0.
Macro: ,,Makro: ,,TXT,,WIN,Access,Ver 2.0. Tool tip text and status bar text
MacroNames,,Makronavn,,TXT,,WIN,Access,Ver 2.0. Menu command name (only appears in error message boxes)
Macros,M,Makroer,M,COM,,WIN,Access,Ver 2.0.
Macros,,Makroer,,TXT,,WIN,Access,Ver 2.0. Menu item command (only appears in error messageboxes)
Mail It,,Postlegg,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Make editing changes,,Rediger,,TXT,,WIN,Access,Ver 2.0. Status bar text
Make Equal,E,Gjør lik,l,COM,,WIN,Access,Ver 2.0.
Make New Table,,Lag ny tabell,,DIA,,WIN,Access,Ver 2.0.
Make New Table,,Lag ny tabell,,BUT,,WIN,Access,Ver 2.0.
Make Table Query: ,,Lag tabell-spørring: ,,TDB,,WIN,Access,Ver 2.0. Type of query being designed
Make Table...,k,Lag tabell...,t,COM,,WIN,Access,Ver 2.0.
Make-Table Query,,Lag tabell-spørring,,GBN,,WIN,Access,Ver 2.0. Tooltip text
MakeTable,,Lag tabell,,TXT,,WIN,Access,Ver 2.0. Menu item command (only appears in error messageboxes)
Margins,,Marger,,BUT,,WIN,Access,Ver 2.0.
Mark the beginning of a new screen or page,,Merk begynnelsen av en ny skjerm eller en ny side,,TXT,,WIN,Access,Ver 2.0. Tool tip text and status bar text
Match Whole Field,,Hele feltet,,TXT,,WIN,Access,Ver 2.0. List box item
Match Whole Word Only,W,Bare hele ord,h,BUT,,WIN,Access,Ver 2.0.
Math,,Matematiske,,TXT,,WIN,Access,Ver 2.0. Strings found in Expression Builder
Max,,Maks,,FUN,,WIN,Access,Ver 2.0.
Max Button,,Maksimeringsknapp,,TXT,,WIN,Access,Ver 2.0. Property or event
Maximize,,Maksimer,,MAC,,WIN,Access,Ver 2.0.
MDY,,MDÅ,,TXT,,WIN,Access,Ver 2.0. List box item
Medium,,Middels,,TXT,,WIN,Access,Ver 2.0. Dropdown value in listbox
Medium Date,,Middels dato,,TXT,,WIN,Access,Ver 2.0. Listbox item : Date/time format
Medium Time,,Middels klokkeslett,,TXT,,WIN,Access,Ver 2.0. Listbox item : Date/time format
Member Of:,M,Medlem i:,M,DIA,,WIN,Access,Ver 2.0.
Memo,,Notat,,TXT,,WIN,Access,Ver 2.0. List box item (data type)
Menu Bar,,Menylinje,,ARG,,WIN,Access,Ver 2.0. Macro Argument name
Menu Macro Name,,Menymakronavn,,ARG,,WIN,Access,Ver 2.0. Macro Argument name
Menu Name,,Menynavn,,ARG,,WIN,Access,Ver 2.0. Macro Argument name
Merge It,,Utskriftsfletting,,TXT,,WIN,Access,Ver 2.0. Status bar text for menu item
Message,,Melding,,ARG,,WIN,Access,Ver 2.0. Macro Argument name
Message Text,,Melding,,ARG,,WIN,Access,Ver 2.0. Macro Argument name
Messages,,Meldinger,,TXT,,WIN,Access,Ver 2.0. Strings found in Expression Builder
Microsoft Access,,Microsoft Access,,TDB,,WIN,Access,Ver 2.0.
Microsoft Access 2.0 Database,,Microsoft Access 2.0-database,,TXT,,WIN,Access,Ver 2.0.
Microsoft Access Database,,Microsoft Access-database,,TXT,,WIN,Access,Ver 2.0.
Microsoft Access Version ,,Microsoft Access versjon ,,TXT,,WIN,Access,Ver 2.0. Tool tip text and status bar text
Min Button,,Minimeringsknapp,,TXT,,WIN,Access,Ver 2.0. Property or event
Minimize,,Minimer,,MAC,,WIN,Access,Ver 2.0.
Modify Command$,,Endre Command$,,TDB,,WIN,Access,Ver 2.0.
Modify Command$,,Endre Command$,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Modify Command$...,M,Endre Command$...,C,COM,,WIN,Access,Ver 2.0.
Modify Design,M,Endre design,d,BUT,,WIN,Access,Ver 2.0.
ModifyCommand$,,Endre Command$,,TXT,,WIN,Access,Ver 2.0. Menu/toolbar button command name (only appears in error messageboxes when command cannot complete)
Module,d,Modul,d,COM,,WIN,Access,Ver 2.0. Item in a submenu
Module,,Modul,,TXT,,WIN,Access,Ver 2.0. Property or event
Module Design,,Moduldesign,,TXT,,WIN,Access,Ver 2.0. Options Categories
Module Name,,Modulnavn,,ARG,,WIN,Access,Ver 2.0. Status bar text for menu item or toolbar button
Module Name:,N,Modulnavn:,n,TXB,,WIN,Access,Ver 2.0.
Module: ,,Modul: ,,TXT,,WIN,Access,Ver 2.0. Tool tip text and status bar text
Modules,d,Moduler,d,COM,,WIN,Access,Ver 2.0.
Modules,,Moduler,,TXT,,WIN,Access,Ver 2.0. Menu item command (only appears in error messageboxes)
Modules:,M,Moduler:,M,DIA,,WIN,Access,Ver 2.0.
Monday,,Mandag,,TXT,,WIN,Access,Ver 2.0. Dropdown value in listbox
More >>,M,Mer >>,M,BUT,,WIN,Access,Ver 2.0.
More Toolbars...,,Flere verktøylinjer...,,TXT,,WIN,Access,Ver 2.0. Status bar text for menu item or toolbar button
More Windows,,Flere vinduer,,TXT,,WIN,Access,Ver 2.0. Menu item command (only appears in error messageboxes)
More Windows...,M,Flere vinduer...,F,COM,,WIN,Access,Ver 2.0.
MoreWindows,,Flere vinduer,,TXT,,WIN,Access,Ver 2.0. Menu command name (only appears in error message boxes)
MOV,,FLY,,TXT,,WIN,Access,Ver 2.0. Move mode indicator
Move,,Flytt,,TXT,,WIN,Access,Ver 2.0. Menu item command (only appears in error messageboxes)
Move After Enter,,Linjeskift flytter til,,TXT,,WIN,Access,Ver 2.0. Options Preference Items
Move Enclosed Controls,,Flytt omsluttede kontroller,,TXT,,WIN,Access,Ver 2.0. Options Preference Items
MoveSize,,FlyttEndreStr,,MAC,,WIN,Access,Ver 2.0.
MS-DOS Text (*.txt),,MS-DOS-tekst (*.txt),,TXT,,WIN,Access,Ver 2.0.
MsgBox,,Meldingsboks,,MAC,,WIN,Access,Ver 2.0.
Multiple selection,,Sammensatt merking,,TDB,,WIN,Access,Ver 2.0. Title of Property Box
Multiuser/ODBC,,Flerbruker/ODBC,,TXT,,WIN,Access,Ver 2.0. Options Categories
MYD,,MÅD,,TXT,,WIN,Access,Ver 2.0. List box item
Name,,Navn,,TXT,,WIN,Access,Ver 2.0. Property or event
Name:,N,Navn:,N,TXT,,WIN,Access,Ver 2.0.
Name:,N,Navn:,N,TXB,,WIN,Access,Ver 2.0.
Navigation Buttons,,Navigasjonsknapper,,TXT,,WIN,Access,Ver 2.0. Property or event
New,N,Ny,y,BUT,,WIN,Access,Ver 2.0.
New,w,Ny,N,BUT,,WIN,Access,Ver 2.0.
New,w,Ny,N,COM,,WIN,Access,Ver 2.0. Item in a submenu
New,,Ny,,GBN,,WIN,Access,Ver 2.0. Tooltip text
New Database,,Ny database,,TDB,,WIN,Access,Ver 2.0.
New Database,,Ny database,,GBN,,WIN,Access,Ver 2.0. Tooltip text
New Database Sort Order,,Sorteringsrekkefølge i ny database,,TXT,,WIN,Access,Ver 2.0. Options Preference Items
New Database...\\tCtrl+N,N,Ny database...\\tCtrl+N,b,COM,,WIN,Access,Ver 2.0.
New Form,,Nytt skjema,,TDB,,WIN,Access,Ver 2.0.
New Form,,Nytt skjema,,GBN,,WIN,Access,Ver 2.0. Tooltip text
New Macro,,Ny makro,,GBN,,WIN,Access,Ver 2.0. Tooltip text
New Module,,Ny modul,,GBN,,WIN,Access,Ver 2.0. Tooltip text
New Name,,Nytt navn,,ARG,,WIN,Access,Ver 2.0. Macro Argument name
New Owner:,N,Ny eier:,N,DIA,,WIN,Access,Ver 2.0.
New Password:,N,Nytt passord:,N,TXB,,WIN,Access,Ver 2.0.
New Procedure,,Ny prosedyre,,TDB,,WIN,Access,Ver 2.0.
New Procedure,,Ny prosedyre,,GBN,,WIN,Access,Ver 2.0. Tooltip text
New Procedure...,w,Ny prosedyre...,y,COM,,WIN,Access,Ver 2.0.
New Query,,Ny spørring,,TDB,,WIN,Access,Ver 2.0.
New Query,,Ny spørring,,GBN,,WIN,Access,Ver 2.0. Tooltip text
New Report,,Ny rapport,,TDB,,WIN,Access,Ver 2.0.
New Report,,Ny rapport,,GBN,,WIN,Access,Ver 2.0. Tooltip text
New Row Or Col,,NyRadEllerKolonne,,TXT,,WIN,Access,Ver 2.0. Property or event
New Table,,Ny tabell,,TDB,,WIN,Access,Ver 2.0.
New Table,,Ny tabell,,GBN,,WIN,Access,Ver 2.0. Tooltip text
New Toolbar,,Ny verktøylinje,,TDB,,WIN,Access,Ver 2.0.
New User/Group,,Ny bruker/gruppe,,TDB,,WIN,Access,Ver 2.0.
New...,N,Ny...,N,BUT,,WIN,Access,Ver 2.0.
NewDatabase,,Ny database,,TXT,,WIN,Access,Ver 2.0. Menu item command (only appears in error messageboxes)
NewForm,,Nytt skjema,,TXT,,WIN,Access,Ver 2.0. Menu/toolbar button command name (only appears in error messageboxes when command cannot complete)
NewMacro,,Ny makro,,TXT,,WIN,Access,Ver 2.0. Menu/toolbar button command name (only appears in error messageboxes when command cannot complete)
NewModule,,Ny modul,,TXT,,WIN,Access,Ver 2.0. Menu/toolbar button command name (only appears in error messageboxes when command cannot complete)
NewProcedure,,Ny prosedyre,,TXT,,WIN,Access,Ver 2.0. Menu/toolbar button command name (only appears in error messageboxes when command cannot complete)
NewQuery,,Ny spørring,,TXT,,WIN,Access,Ver 2.0. Menu/toolbar button command name (only appears in error messageboxes when command cannot complete)
NewReport,,Ny rapport,,TXT,,WIN,Access,Ver 2.0. Menu/toolbar button command name (only appears in error messageboxes when command cannot complete)
NewTable,,Ny tabell,,TXT,,WIN,Access,Ver 2.0. Menu/toolbar button command name (only appears in error messageboxes when command cannot complete)
Next,N,Neste,e,COM,,WIN,Access,Ver 2.0. Item in a submenu
Next,,Neste,,TXT,,WIN,Access,Ver 2.0. Menu item command (only appears in error messageboxes)
Next Character,,Neste tegn,,TXT,,WIN,Access,Ver 2.0. Dropdown value in listbox
Next Field,,Neste felt,,TXT,,WIN,Access,Ver 2.0. Dropdown value in listbox
Next Procedure,,Neste prosedyre,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Next Procedure\\tCtrl+Down,N,Neste prosedyre\\tCtrl+Pil ned,N,COM,,WIN,Access,Ver 2.0.
Next Record,,Neste post,,GBN,,WIN,Access,Ver 2.0. Tooltip text
NextProcedure,,Neste prosedyre,,TXT,,WIN,Access,Ver 2.0. Menu/toolbar button command name (only appears in error messageboxes when command cannot complete)
NextRecord,,NestePost,,TXT,,WIN,Access,Ver 2.0. Property or event
No,N,Nei,N,BUT,,WIN,Access,Ver 2.0.
No,N,Nei,N,BUT,,WIN,Access,Ver 2.0. Button on Message Box
No,,Nei,,TXT,,WIN,Access,Ver 2.0. reserved keyword
No Locks,,Ingen låser,,TXT,,WIN,Access,Ver 2.0. Dropdown value in listbox
No Match,,IkkeSamsvar,,TXT,,WIN,Access,Ver 2.0. Property or event
None,,Ingen,,TXT,,WIN,Access,Ver 2.0.
Normal Appearance,,Normalt utseende,,TXT,,WIN,Access,Ver 2.0. Tool tip text and status bar text
NotUsed,,IkkeIBruk,,TXT,,WIN,Access,Ver 2.0. Menu/toolbar button command name (only appears in error messageboxes when command cannot complete)
Now outputting,,Skriver ut,,TXT,,WIN,Access,Ver 2.0.
Now outputting page |1 of,,Skriver ut side |1 av,,TXT,,WIN,Access,Ver 2.0.
Now printing,,Skriver ut,,TXT,,WIN,Access,Ver 2.0.
Now printing page |1 of,,Skriver ut side |1 av,,TXT,,WIN,Access,Ver 2.0.
Null in Required Field,,Ugyldig i obligatorisk felt,,TXT,,WIN,Access,Ver 2.0.
Number,,Tall,,TXT,,WIN,Access,Ver 2.0. Data type
Number of Update Retries,,Antall oppdateringsforsøk,,TXT,,WIN,Access,Ver 2.0. Options Preference Items
Object,,Objekt,,TXT,,WIN,Access,Ver 2.0. Property or event
Object,O,Objekt,O,COM,,WIN,Access,Ver 2.0.
Object,,Objekt,,COM,,WIN,Access,Ver 2.0. Could be used as popup menu item (no hotkey) or tooltip text
Object Actions,,Objektinstruksjoner,,TXT,,WIN,Access,Ver 2.0. Status bar text for menu item
Object Frame,,Objektramme,,TDB,,WIN,Access,Ver 2.0. Title of Property Box
Object Name,,Objektnavn,,ARG,,WIN,Access,Ver 2.0. Macro Argument name
Object Name:,O,Objektnavn:,k,DIA,,WIN,Access,Ver 2.0.
Object Palette,,Objektpalett,,TXT,,WIN,Access,Ver 2.0. Property or event
Object Type,,Objekttype,,ARG,,WIN,Access,Ver 2.0. Macro Argument name
Object Type:,y,Objekttype:,j,DIA,,WIN,Access,Ver 2.0.
Object Verbs,,VerblisteForObjekt,,TXT,,WIN,Access,Ver 2.0. Property or event
Object Verbs Count,,AntallObjektverb,,TXT,,WIN,Access,Ver 2.0. Property or event
Object:,O,Objekt:,O,DIA,,WIN,Access,Ver 2.0.
Objects,O,Objekter,O,TXT,,WIN,Access,Ver 2.0.
Objects in |1:,O,Objekter i |1:,O,DIA,,WIN,Access,Ver 2.0. Tool tip text and status bar text
Objects in LOCTEST:,O,Objekter i LOCTEST:,O,DIA,,WIN,Access,Ver 2.0.
ODBC Connect Str,,ODBC-koblingsstreng,,TXT,,WIN,Access,Ver 2.0. Property or event
ODBC Refresh Interval (sec),,Oppdateringsintervall for ODBC (sek.),,TXT,,WIN,Access,Ver 2.0. Options Preference Items
ODBC Timeout,,TidsavbruddForODBC,,TXT,,WIN,Access,Ver 2.0. Property or event
OEM text,,OEM-tekst,,TXT,,WIN,Access,Ver 2.0.
Of,,Av,,TXT,,WIN,Access,Ver 2.0.
Off,,Av,,TXT,,WIN,Access,Ver 2.0. reserved keyword
OK,,OK,,BUT,,WIN,Access,Ver 2.0.
Old Name,,Gammelt navn,,ARG,,WIN,Access,Ver 2.0. Macro Argument name
Old Password:,O,Gammelt passord:,G,TXB,,WIN,Access,Ver 2.0.
Old Value,,GammelVerdi,,TXT,,WIN,Access,Ver 2.0. Property or event
OLE 2.0 Link,,OLE 2.0-kobling,,TXT,,WIN,Access,Ver 2.0.
OLE Class,,OLE-klasse,,TXT,,WIN,Access,Ver 2.0. Property or event
Ole Data,,Ole-data,,TXT,,WIN,Access,Ver 2.0. Property or event
OLE links,,OLE-koblinger,,TXT,,WIN,Access,Ver 2.0.
OLE links in records ,,OLE-koblinger i poster ,,TXT,,WIN,Access,Ver 2.0.
OLE Object,,OLE-objekt,,TXT,,WIN,Access,Ver 2.0. Menu item command (only appears in error messageboxes)
OLE Object(s),,OLE-objekt(er),,TXT,,WIN,Access,Ver 2.0.
OLE Type,,OLEType,,TXT,,WIN,Access,Ver 2.0. Property or event
OLE Type Allowed,,OLETypeTillatt,,TXT,,WIN,Access,Ver 2.0. Property or event
OLE/DDE Timeout (sec),,Tidsavbrudd for OLE/DDE (sek.),,TXT,,WIN,Access,Ver 2.0. Options Preference Items
On,,På,,TXT,,WIN,Access,Ver 2.0. reserved keyword
On Activate,,VedAktivering,,TXT,,WIN,Access,Ver 2.0. Property or event
On Change,,VedEndring,,TXT,,WIN,Access,Ver 2.0. Property or event
On Click,,VedKlikk,,TXT,,WIN,Access,Ver 2.0. Property or event
On Close,,VedLukking,,TXT,,WIN,Access,Ver 2.0. Property or event
On Current,,VedGjeldende,,TXT,,WIN,Access,Ver 2.0. Property or event
On Dbl Click,,VedDobbeltklikk,,TXT,,WIN,Access,Ver 2.0. Property or event
On Deactivate,,VedDeaktivering,,TXT,,WIN,Access,Ver 2.0. Property or event
On Delete,,VedSletting,,TXT,,WIN,Access,Ver 2.0. Property or event
On Enter,,VedGåInn,,TXT,,WIN,Access,Ver 2.0. Property or event
On Error,,VedFeil,,TXT,,WIN,Access,Ver 2.0. Property or event
On Exit,,VedGåUt,,TXT,,WIN,Access,Ver 2.0. Property or event
On Format,,VedFormatering,,TXT,,WIN,Access,Ver 2.0. Property or event
On Got Focus,,VedFikkFokus,,TXT,,WIN,Access,Ver 2.0. Property or event
On Insert,,VedInnsetting,,TXT,,WIN,Access,Ver 2.0. Property or event
On Key Down,,VedTastNed,,TXT,,WIN,Access,Ver 2.0. Property or event
On Key Press,,VedTastetrykk,,TXT,,WIN,Access,Ver 2.0. Property or event
On Key Up,,VedTastOpp,,TXT,,WIN,Access,Ver 2.0. Property or event
On Load,,VedLasting,,TXT,,WIN,Access,Ver 2.0. Property or event
On Lost Focus,,VedMistetFokus,,TXT,,WIN,Access,Ver 2.0. Property or event
On Menu,,VedMeny,,TXT,,WIN,Access,Ver 2.0. Property or event
On Mouse Down,,VedMuseknappNed,,TXT,,WIN,Access,Ver 2.0. Property or event
On Mouse Move,,VedMusebevegelse,,TXT,,WIN,Access,Ver 2.0. Property or event
On Mouse Up,,VedMuseknappOpp,,TXT,,WIN,Access,Ver 2.0. Property or event
On Not in List,,VedIkkePåListen,,TXT,,WIN,Access,Ver 2.0. Property or event
On Open,,VedÅpning,,TXT,,WIN,Access,Ver 2.0. Property or event
On Print,,VedUtskrift,,TXT,,WIN,Access,Ver 2.0. Property or event
On Push,,VedTrykk,,TXT,,WIN,Access,Ver 2.0. Property or event
On Resize,,VedEndretStørrelse,,TXT,,WIN,Access,Ver 2.0. Property or event
On Retreat,,VedGjenopptagelse,,TXT,,WIN,Access,Ver 2.0. Property or event
On Timer,,VedTidsmåler,,TXT,,WIN,Access,Ver 2.0. Property or event
On Unload,,VedUtlasting,,TXT,,WIN,Access,Ver 2.0. Property or event
On Updated,,VedOppdatert,,TXT,,WIN,Access,Ver 2.0. Property or event
