English,English Hotkey,Localised,Localised Hotkey,Category,Type,Environment,Product Name,Comments
SaveAsReport,,Lagre som rapport,,TXT,,WIN,Access,Ver 2.0. Menu/toolbar button command name (only appears in error messageboxes when command cannot complete)
SaveLayout,,Lagre oppsett,,TXT,,WIN,Access,Ver 2.0. Menu/toolbar button command name (only appears in error messageboxes when command cannot complete)
SaveRecord,,Lagre post,,TXT,,WIN,Access,Ver 2.0. Menu item command (only appears in error messageboxes)
SaveText,,Lagre tekst,,TXT,,WIN,Access,Ver 2.0. Menu/toolbar button command name (only appears in error messageboxes when command cannot complete)
Scaling,,Skalering,,TXT,,WIN,Access,Ver 2.0. Property or event
Scientific,,Vitenskapelig,,TXT,,WIN,Access,Ver 2.0. Listbox item : Number format
Screen,,Skjerm,,TXT,,WIN,Access,Ver 2.0. Property or event
Scroll Bars,,Rullefelt,,TXT,,WIN,Access,Ver 2.0. Property or event
Search,,Søk,,BUT,,WIN,Access,Ver 2.0.
Search,,Søk,,TXT,,WIN,Access,Ver 2.0. Menu item command (only appears in error messageboxes)
Search As Formatted,,Søk med visningsformat,,ARG,,WIN,Access,Ver 2.0. Macro Argument name
Search Help,,Søk i Hjelp,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Search In,,Søk i,,ARG,,WIN,Access,Ver 2.0. Macro Argument name
Search succeeded,,Vellykket søk,,TXT,,WIN,Access,Ver 2.0.
Search...,S,Søk...,S,COM,,WIN,Access,Ver 2.0.
Searching...  Press Ctrl+Break to stop,,Søker... Trykk Ctrl+Break for å avbryte,,TXT,,WIN,Access,Ver 2.0.
Section,,Inndeling,,BUT,,WIN,Access,Ver 2.0.
Section,,Inndeling,,TXT,,WIN,Access,Ver 2.0. Property or event
SectionContinued,,NesteInndeling,,TXT,,WIN,Access,Ver 2.0. Property or event
Security,S,Sikkerhet,S,MNU,,WIN,Access,Ver 2.0.
Select |1 Connection,,Velg |1-kobling,,DIA,,WIN,Access,Ver 2.0.
Select |9 Database,,Velg |9-database,,TDB,,WIN,Access,Ver 2.0. |9 is a placeholder that is replaced by by a type of database
Select |9 Object,,Velg |9-objekt,,TDB,,WIN,Access,Ver 2.0.
Select A Table/Query:,T,Velg tabell/spørring:,b,DIA,,WIN,Access,Ver 2.0.
Select All,,Merk alt,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Select All Records,,Merk alle poster,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Select All Records\\tCtrl+A,A,Merk alle poster\\tCtrl+A,M,COM,,WIN,Access,Ver 2.0.
Select All\\tCtrl+A,A,Merk alt\\tCtrl+A,M,COM,,WIN,Access,Ver 2.0.
Select Current Field to search only in the current field in each record.  Select All Fields to search all fields in each record.  The Current Field search is faster.  Press F1  for help on this argument.,,Velg Gjeldende felt hvis du bare vil søke i det gjeldende feltet i hver post. Velg Alle felt hvis du vil søke i alle felt i hver post. Søking i gjeldende felt er raskere enn søking i alle felt. Trykk F1 hvis du vil ha hjelp.,,TXT,,WIN,Access,Ver 2.0. Macro argument hint text
Select Database,,Velg database,,TDB,,WIN,Access,Ver 2.0. Title for Import/Attach dialog
Select Down to search forward through the records.  Select Up to search backward through the records.  Press F1 for help on this argument.,,Velg Ned for å søke nedover gjennom postene. Velg Opp for å søke oppover gjennom postene. Trykk F1 hvis du vil ha hjelp.,,TXT,,WIN,Access,Ver 2.0. Macro argument hint text
Select File,,Velg fil,,TDB,,WIN,Access,Ver 2.0.
Select File,,Velg fil,,TDB,,WIN,Access,Ver 2.0.
Select Form,r,Merk skjema,s,COM,,WIN,Access,Ver 2.0.
Select Form,,Merk skjema,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Select Format:,F,Velg format:,f,DIA,,WIN,Access,Ver 2.0.
Select Format:,F,Velg format:,f,DIA,,WIN,Access,Ver 2.0.
Select Menu Item or Click to receive help.,,Velg fra menyen eller klikk for å få hjelp.,,TXT,,WIN,Access,Ver 2.0.
Select Microsoft Access Object,,Velg Microsoft Access-objekt,,TDB,,WIN,Access,Ver 2.0.
Select objects,,Merk objekter,,TDB,,WIN,Access,Ver 2.0. Title of Property Box
Select Query,,Utvalgsspørring,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Select Query: ,,Utvalgsspørring: ,,TDB,,WIN,Access,Ver 2.0. Type of query being designed
Select Record,l,Merk post,p,COM,,WIN,Access,Ver 2.0.
Select Record,,Merk post,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Select Report,R,Merk rapport,r,COM,,WIN,Access,Ver 2.0.
Select Unique Record Identifier,,Velg en entydig postidentifikator,,TXT,,WIN,Access,Ver 2.0.
SelectAll,,Merk alt,,TXT,,WIN,Access,Ver 2.0. Menu item command (only appears in error messageboxes)
SelectAllRecords,,Merk alle poster,,TXT,,WIN,Access,Ver 2.0. Menu item command (only appears in error messageboxes)
SelectForm,,Merk skjema,,TXT,,WIN,Access,Ver 2.0. Menu item command (only appears in error messageboxes)
Selection,S,Merket,M,BUT,,WIN,Access,Ver 2.0.
Selection Behavior,,Virkemåte for merking,,TXT,,WIN,Access,Ver 2.0. Options Preference Items
SelectObject,,MerkObjekt,,MAC,,WIN,Access,Ver 2.0.
SelectRecord,,Merk Post,,TXT,,WIN,Access,Ver 2.0. Menu item command (only appears in error messageboxes)
SelLength,,MerketLengde,,TXT,,WIN,Access,Ver 2.0. Property or event
SelStart,,MerketStartpunkt,,TXT,,WIN,Access,Ver 2.0. Property or event
SelText,,MerketTekst,,TXT,,WIN,Access,Ver 2.0. Property or event
Semi-bold,,Halvfet,,TXT,,WIN,Access,Ver 2.0. Dropdown value in listbox
Send Database,,Send database,,TXT,,WIN,Access,Ver 2.0. Status bar text for menu item or toolbar button
Send the current database by mail,,Send den gjeldende databasen som brev,,TXT,,WIN,Access,Ver 2.0. Status bar text for menu item or toolbar button
Send to Back,B,Plasser nederst,P,COM,,WIN,Access,Ver 2.0.
Send To Back,,Plasser nederst,,GBN,,WIN,Access,Ver 2.0. Tooltip text
SendKeys,,SendTastetrykk,,MAC,,WIN,Access,Ver 2.0.
SendObject,,SendObjekt,,MAC,,WIN,Access,Ver 2.0.
SendToBack,,Plasser nederst,,TXT,,WIN,Access,Ver 2.0. Menu item command (only appears in error messageboxes)
Server processing...,,Serveren jobber...,,TXT,,WIN,Access,Ver 2.0.
Set Next Statement,N,Angi neste setning,n,COM,,WIN,Access,Ver 2.0.
Set Next Statement,,Angi neste setning,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Set Primary Key,S,Angi primærnøkkel,p,COM,,WIN,Access,Ver 2.0.
Set Primary Key,,Angi primærnøkkel,,GBN,,WIN,Access,Ver 2.0. Tooltip text
SetNextStatement,,Angi neste setning,,TXT,,WIN,Access,Ver 2.0. Menu/toolbar button command name (only appears in error messageboxes when command cannot complete)
SetPrimaryKey,,Angi primærnøkkel,,TXT,,WIN,Access,Ver 2.0. Menu item command (only appears in error messageboxes)
Setup...,S,Oppsett...,e,BUT,,WIN,Access,Ver 2.0.
SetValue,,SettVerdi,,MAC,,WIN,Access,Ver 2.0.
SetWarnings,,VisAdvarsler,,MAC,,WIN,Access,Ver 2.0.
Shared,,Delt,,TXT,,WIN,Access,Ver 2.0. Dropdown value in listbox
Short Dashes,,Kort stiplet,,TXT,,WIN,Access,Ver 2.0. Tool tip text and status bar text
Short Date,,Kort dato,,TXT,,WIN,Access,Ver 2.0. Listbox item : Date/time format
Short Time,,Kort klokkeslett,,TXT,,WIN,Access,Ver 2.0. Listbox item : Date/time format
Shortcut Menu,,Hurtigmeny,,TXT,,WIN,Access,Ver 2.0. Property or event
Show,S,Vis,V,BUT,,WIN,Access,Ver 2.0.
Show,S,Vis,V,BUT,,WIN,Access,Ver 2.0. Button in toolbar dialog
Show,,Vis,,ARG,,WIN,Access,Ver 2.0. Macro Argument name
Show All,l,Vis alle,a,COM,,WIN,Access,Ver 2.0.
Show All Records,S,Vis alle poster,V,COM,,WIN,Access,Ver 2.0.
Show All Records,,Vis alle poster,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Show All Relationships,,Vis alle relasjoner,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Show Columns,,Vis kolonner,,TDB,,WIN,Access,Ver 2.0.
Show Columns...,S,Vis kolonner...,V,COM,,WIN,Access,Ver 2.0.
Show Columns...,,Vis kolonner...,,COM,,WIN,Access,Ver 2.0. Popup menu item (no hotkey)
Show Conditions Column,,Vis betingelseskolonne,,TXT,,WIN,Access,Ver 2.0. Options Preference Items
Show Direct,D,Vis direkte,d,COM,,WIN,Access,Ver 2.0.
Show Direct Relationships,,Vis direkte relasjoner,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Show Grid,,Vis rutenett,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Show Hidden Columns,,Vis skjulte kolonner,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Show Macro Names Column,,Vis makronavnkolonne,,TXT,,WIN,Access,Ver 2.0. Options Preference Items
Show Next Statement,h,Vis neste setning,i,COM,,WIN,Access,Ver 2.0.
Show Next Statement,,Vis neste setning,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Show Ruler,,Vis linjal,,TXT,,WIN,Access,Ver 2.0. Options Preference Items
Show Sort/Group Box,,Vis boksen Sortering og gruppering,,TXT,,WIN,Access,Ver 2.0. Options Preference Items
Show Status Bar,,Vis statuslinje,,TXT,,WIN,Access,Ver 2.0. Options Preference Items
Show System Objects,,Vis systemobjekter,,TXT,,WIN,Access,Ver 2.0. Options Preference Items
Show Table Names,,Vis tabellnavn,,TXT,,WIN,Access,Ver 2.0. Options Preference Items
Show ToolTips,w,Vis Verktøytips,i,BUT,,WIN,Access,Ver 2.0.
Show ToolTips,,Vis Verktøytips,,TXT,,WIN,Access,Ver 2.0. Options Preference Items
Show/hide a particular toolbar,,Vis/skjul en bestemt verktøylinje,,TXT,,WIN,Access,Ver 2.0.
Show:,,Vis:,,TXT,,WIN,Access,Ver 2.0. Text in QBE grid
ShowAll,,Vis alt,,TXT,,WIN,Access,Ver 2.0. Menu/toolbar button command name (only appears in error messageboxes when command cannot complete)
ShowAllRecords,,VisAllePoster,,MAC,,WIN,Access,Ver 2.0.
ShowColumns,,Vis kolonner,,TXT,,WIN,Access,Ver 2.0. Menu item command (only appears in error messageboxes)
ShowDirect,,Vis direkte,,TXT,,WIN,Access,Ver 2.0. Menu/toolbar button command name (only appears in error messageboxes when command cannot complete)
ShowNextStatement,,Vis neste setning,,TXT,,WIN,Access,Ver 2.0. Menu/toolbar button command name (only appears in error messageboxes when command cannot complete)
ShowToolbar,,VisVerktøylinje,,MAC,,WIN,Access,Ver 2.0.
Single Step,S,Enkeltsteg,E,COM,,WIN,Access,Ver 2.0.
Single Step,,Enkeltsteg,,GBN,,WIN,Access,Ver 2.0. Tooltip text
SingleStep,,Enkeltsteg,,TXT,,WIN,Access,Ver 2.0. Menu item command (only appears in error messageboxes)
Size,S,Størrelse,r,COM,,WIN,Access,Ver 2.0.
Size Mode,,Størrelse,,TXT,,WIN,Access,Ver 2.0. Property or event
Size To Fit,,Tilpass størrelse,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Size to Fit Form,z,Tilpass størrelse til skjema,p,COM,,WIN,Access,Ver 2.0.
Size To Fit Form,,Tilpass størrelse til skjema,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Size To Grid,,Tilpass størrelse til rutenett,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Size To Narrowest,,Endre størrelse til smaleste,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Size To Shortest,,Endre størrelse til korteste,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Size To Tallest,,Endre størrelse til høyeste,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Size To Widest,,Endre størrelse til bredeste,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Size:,z,Størrelse:,r,DIA,,WIN,Access,Ver 2.0.
Snap to Grid,G,Fest til rutenett,n,COM,,WIN,Access,Ver 2.0.
Snap To Grid,,Fest til rutenett,,GBN,,WIN,Access,Ver 2.0. Tooltip text
SnapToGrid,,Fest til rutenett,,TXT,,WIN,Access,Ver 2.0. Menu item command (only appears in error messageboxes)
Solid;Dashes;Short Dashes;Dots;Sparse Dots;Dash Dot;Dash Dot Dot,,Heltrukket;Stiplet;Kort stiplet;Prikker;Spredte prikker;Strek-prikk;Strek-prikk-prikk,,TXT,,WIN,Access,Ver 2.0. Dropdown values in listbox
Sort,,Sorter,,TXT,,WIN,Access,Ver 2.0. Menu item command (only appears in error messageboxes)
Sort Ascending,A,Stigende,t,COM,,WIN,Access,Ver 2.0.
Sort Ascending,,Stigende sortering,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Sort Descending,c,Synkende,y,COM,,WIN,Access,Ver 2.0.
Sort Descending,,Synkende sortering,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Sort Order,,Sorteringsrekkefølge,,TXT,,WIN,Access,Ver 2.0. Property or event
Sort:,,Sorter:,,TXT,,WIN,Access,Ver 2.0. Text in QBE grid
SortDown,,Synkende,,TXT,,WIN,Access,Ver 2.0. Menu/toolbar button command name (only appears in error messageboxes when command cannot complete)
Sorting and Grouping,,Sortering og gruppering,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Sorting and Grouping...,S,Sortering og gruppering...,t,COM,,WIN,Access,Ver 2.0.
Sorting and Grouping...,,Sortering og gruppering...,,COM,,WIN,Access,Ver 2.0. Popup menu item (no hotkey)
SortingAndGrouping,,Sortering og gruppering,,TXT,,WIN,Access,Ver 2.0. Menu item command (only appears in error messageboxes)
SortUp,,Stigende,,TXT,,WIN,Access,Ver 2.0. Menu/toolbar button command name (only appears in error messageboxes when command cannot complete)
Source,,Kilde,,ARG,,WIN,Access,Ver 2.0. Macro Argument name
Source Connect Str,,Kildekoblingsstreng,,TXT,,WIN,Access,Ver 2.0. Property or event
Source Database,,Kildedatabase,,TXT,,WIN,Access,Ver 2.0. Property or event
Source Doc,,Kildedokument,,TXT,,WIN,Access,Ver 2.0. Property or event
Source Item,,Kildeelement,,TXT,,WIN,Access,Ver 2.0. Property or event
Source Object,,Kildeobjekt,,TXT,,WIN,Access,Ver 2.0. Property or event
Source Object Name,,Kildeobjektnavn,,ARG,,WIN,Access,Ver 2.0. Macro Argument name
Source Object Type,,Kildeobjekttype,,ARG,,WIN,Access,Ver 2.0. Macro Argument name
Source:,S,Kilde:,K,DIA,,WIN,Access,Ver 2.0.
Sparse Dots,,Spredte prikker,,TXT,,WIN,Access,Ver 2.0. Tool tip text and status bar text
Special Effect,,Utseende,,TXT,,WIN,Access,Ver 2.0. Property or event
Specific Printer:,P,Valgt skriver:,i,BUT,,WIN,Access,Ver 2.0.
Specification '|' saved.,,Spesifikasjonen \@|\@ er lagret.,,TXT,,WIN,Access,Ver 2.0.
Specification Name,,Spesifikasjonsnavn,,ARG,,WIN,Access,Ver 2.0. Macro Argument name
Specification Name:,N,Spesifikasjonsnavn:,n,DIA,,WIN,Access,Ver 2.0.
Specify columns to show or hide,,Angi kolonner som skal vises eller skjules,,TXT,,WIN,Access,Ver 2.0. Status bar text for menu item
Specify how to group date fields on a report,,Angi hvordan du vil gruppere datafelt i en rapport,,TXT,,WIN,Access,Ver 2.0. Status bar text
Specify the filter and sort criteria,,Angi vilkår for filter og sortering,,TXT,,WIN,Access,Ver 2.0. Status bar text for menu item
Specify the timer interval in milliseconds,,Angi tidsmålerintervallet i millisekunder,,TXT,,WIN,Access,Ver 2.0. Status bar text
Specify the type of query and run query,,Angi spørretype og kjør en spørring,,TXT,,WIN,Access,Ver 2.0. Status bar text for menu item
Split Window,W,Del vindu,v,COM,,WIN,Access,Ver 2.0.
Split Window,,Del vindu,,GBN,,WIN,Access,Ver 2.0. Tooltip text
SplitWindow,,Del vindu,,TXT,,WIN,Access,Ver 2.0. Menu/toolbar button command name (only appears in error messageboxes when command cannot complete)
Spreadsheet Type,,Regnearktype,,ARG,,WIN,Access,Ver 2.0. Macro Argument name
SQL Aggregate,,SQL-mengde,,TXT,,WIN,Access,Ver 2.0. Strings found in Expression Builder
SQL Pass-Through Query: ,,SQL-direktespørring: ,,TDB,,WIN,Access,Ver 2.0.
SQL Specific,Q,SQL,Q,COM,,WIN,Access,Ver 2.0.
SQL Statement,,SQL-setning,,ARG,,WIN,Access,Ver 2.0. Macro Argument name
SQL View,,SQL,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Standard Height,S,Standardhøyde,S,BUT,,WIN,Access,Ver 2.0.
Standard Mode,,Standardmodus,,TXT,,WIN,Access,Ver 2.0. Tool tip text and status bar text
Standard Width,S,Standardbredde,S,BUT,,WIN,Access,Ver 2.0.
Start of Field,,Begynnelsen av feltet,,TXT,,WIN,Access,Ver 2.0. List box item
Start of Field Search,,Begynnelsen av felt,,TXT,,WIN,Access,Ver 2.0. Dropdown value in listbox
Starts on Jan 1,,Begynner 1. januar,,TXT,,WIN,Access,Ver 2.0. Dropdown value in listbox
Status Bar,,Statuslinje,,TXT,,WIN,Access,Ver 2.0. Menu item command (only appears in error messageboxes)
Status Bar Text,,Statuslinjetekst,,ARG,,WIN,Access,Ver 2.0. Macro Argument name
StDev,,StdAvvik,,FUN,,WIN,Access,Ver 2.0.
Step Into,,Steg inn i,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Step Into\\tF8,S,Steg inn i\\tF8,S,COM,,WIN,Access,Ver 2.0.
Step Over,,Steg over,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Step Over\\tShift+F8,p,Steg over\\tSkift+F8,g,COM,,WIN,Access,Ver 2.0.
StopAllMacros,,StoppAlleMakroer,,MAC,,WIN,Access,Ver 2.0.
StopMacro,,StoppMakro,,MAC,,WIN,Access,Ver 2.0.
Store Field Names in First Row,F,Lagre feltnavn i første rad,L,BUT,,WIN,Access,Ver 2.0.
Strikeout,k,Gjennomstreking,G,BUT,,WIN,Access,Ver 2.0.
String Returned by Command$ Function:,S,Streng returnert av Command$-funksjon:,S,TXB,,WIN,Access,Ver 2.0.
Structure and Data,D,Struktur og data,S,BUT,,WIN,Access,Ver 2.0.
Structure Only,S,Bare struktur,B,BUT,,WIN,Access,Ver 2.0.
Structure Only,,Bare struktur,,ARG,,WIN,Access,Ver 2.0. Macro Argument name
Sub,S,Sub,S,BUT,,WIN,Access,Ver 2.0.
Subcommand,,Underkommando,,ARG,,WIN,Access,Ver 2.0. Macro Argument name
Subform,,Delskjema,,TXT,,WIN,Access,Ver 2.0. Default name prefix for new subform
Subform Datasheet,u,Dataark for delskjema,r,COM,,WIN,Access,Ver 2.0.
Subform Datasheet,,Delskjema,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Subform/Subreport,,Delskjema/delrapport,,TDB,,WIN,Access,Ver 2.0. Title of Property Box
SubformDatasheet,,Delskjema,,TXT,,WIN,Access,Ver 2.0. Menu item command (only appears in error messageboxes)
Subject,,Emne,,ARG,,WIN,Access,Ver 2.0. Macro Argument name
Sum,,Summer,,FUN,,WIN,Access,Ver 2.0.
Sunday,,Søndag,,TXT,,WIN,Access,Ver 2.0. Dropdown value in listbox
Sunken Appearance,,Senket utseende,,TXT,,WIN,Access,Ver 2.0. Tool tip text and status bar text
Switch To Microsoft Excel,,Bytt til Microsoft Excel,,TXT,,WIN,Access,Ver 2.0. Status bar text for menu item or toolbar button
Switch To Microsoft Mail,,Bytt til Microsoft Mail,,TXT,,WIN,Access,Ver 2.0. Status bar text for menu item or toolbar button
Switch To Microsoft PowerPoint,,Bytt til Microsoft PowerPoint,,TXT,,WIN,Access,Ver 2.0. Status bar text for menu item or toolbar button
Switch To Microsoft Project,,Bytt til Microsoft Project,,TXT,,WIN,Access,Ver 2.0. Status bar text for menu item or toolbar button
Switch To Microsoft Schedule+,,Bytt til Microsoft Schedule+,,TXT,,WIN,Access,Ver 2.0. Status bar text for menu item or toolbar button
Switch To Microsoft Word,,Bytt til Microsoft Word,,TXT,,WIN,Access,Ver 2.0. Status bar text for menu item or toolbar button
Switch To MS Excel,,Bytt til MS Excel,,TXT,,WIN,Access,Ver 2.0. Status bar text for menu item or toolbar button
Switch To MS FoxPro,,Bytt til MS FoxPro,,TXT,,WIN,Access,Ver 2.0. Status bar text for menu item or toolbar button
Switch To MS Mail,,Bytt til MS Mail,,TXT,,WIN,Access,Ver 2.0. Status bar text for menu item or toolbar button
Switch To MS PowerPoint,,Bytt til MS PowerPoint,,TXT,,WIN,Access,Ver 2.0. Status bar text for menu item or toolbar button
Switch To MS Project,,Bytt til MS Project,,TXT,,WIN,Access,Ver 2.0. Status bar text for menu item or toolbar button
Switch To MS Schedule+,,Bytt til MS Schedule+,,TXT,,WIN,Access,Ver 2.0. Status bar text for menu item or toolbar button
Switch To MS Word,,Bytt til MS Word,,TXT,,WIN,Access,Ver 2.0. Status bar text for menu item or toolbar button
Syntax Checking,,Syntakskontroll,,TXT,,WIN,Access,Ver 2.0. Options Preference Items
Syntax Checking On,S,Syntakskontroll,n,BUT,,WIN,Access,Ver 2.0.
System Relationships,,Systemrelasjoner,,TXT,,WIN,Access,Ver 2.0. Menu Bar Item Names
Tab Index,,Tabulatorindeks,,TXT,,WIN,Access,Ver 2.0. Property or event
Tab Order,,Tabulatorrekkefølge,,TDB,,WIN,Access,Ver 2.0.
Tab Order,,Tabulatorrekkefølge,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Tab Order...,b,Tabulatorrekkefølge...,ø,COM,,WIN,Access,Ver 2.0.
Tab Order...,,Tabulatorrekkefølge...,,COM,,WIN,Access,Ver 2.0. Popup menu item (no hotkey)
Tab Stop,,Tabulatorstopp,,TXT,,WIN,Access,Ver 2.0. Property or event
Tab Stop Width,,Tabulatorstopp,,TXT,,WIN,Access,Ver 2.0. Options Preference Items
Table,,Tabell,,TXT,,WIN,Access,Ver 2.0.
Table,T,Tabell,T,COM,,WIN,Access,Ver 2.0. Item in a submenu
Table Datasheet,,Dataark for tabell,,TXT,,WIN,Access,Ver 2.0. Menu Bar Item Names
Table Design,,Tabelldesign,,TXT,,WIN,Access,Ver 2.0. Menu Bar Item Names
Table Name,,Tabellnavn,,ARG,,WIN,Access,Ver 2.0. Macro Argument name
Table Name:,N,Tabellnavn:,n,TXB,,WIN,Access,Ver 2.0.
Table Names,N,Tabellnavn,n,COM,,WIN,Access,Ver 2.0.
Table Names,,Tabellnavn,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Table Properties,,Tabellegenskaper,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Table Properties...,P,Tabellegenskaper...,e,COM,,WIN,Access,Ver 2.0.
Table Properties...,,Tabellegenskaper...,,COM,,WIN,Access,Ver 2.0. Popup menu item (no hotkey)
Table/Query,,Tabell/spørring,,TXT,,WIN,Access,Ver 2.0. Dropdown values in listbox
Table/Query:,T,Tabell/spørring:,T,DIA,,WIN,Access,Ver 2.0.
Table: ,,Tabell: ,,TXT,,WIN,Access,Ver 2.0. Tool tip text and status bar text
TableDesign,,Tabelldesign,,TXT,,WIN,Access,Ver 2.0. Menu item command (only appears in error messageboxes)
TableNames,,Tabellnavn,,TXT,,WIN,Access,Ver 2.0. Menu item command (only appears in error messageboxes)
TableProperties,,Tabellegenskaper,,TXT,,WIN,Access,Ver 2.0. Menu/toolbar button command name (only appears in error messageboxes when command cannot complete)
Tables,T,Tabeller,T,COM,,WIN,Access,Ver 2.0.
Tables,l,Tabeller,a,BUT,,WIN,Access,Ver 2.0.
Tables,,Tabeller,,TXT,,WIN,Access,Ver 2.0. Menu item command (only appears in error messageboxes)
Tables in <SQL Database>:,T,Tabeller i <SQL-database>:,T,DIA,,WIN,Access,Ver 2.0.
Tables in |1:,T,Tabeller i |1:,T,DIA,,WIN,Access,Ver 2.0.
TabOrder,,Tabulatorrekkefølge,,TXT,,WIN,Access,Ver 2.0. Menu item command (only appears in error messageboxes)
Tag,,Etikett,,TXT,,WIN,Access,Ver 2.0. Property or event
Technical Support,T,Kundestøtte,K,COM,,WIN,Access,Ver 2.0.
Technical Support,,Kundestøtte,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Test Validation Rules,,Test valideringsregler,,TXT,,WIN,Access,Ver 2.0. Status bar text for menu item or toolbar button
TestValidationRules,,Test valideringsregler,,TXT,,WIN,Access,Ver 2.0. Menu/toolbar button command name (only appears in error messageboxes when command cannot complete)
Text,,Tekst,,TXT,,WIN,Access,Ver 2.0. Property or event
Text (Delimited),,Tekst (med skilletegn),,TXT,,WIN,Access,Ver 2.0. List box item
Text (Fixed Width),,Tekst (fast bredde),,TXT,,WIN,Access,Ver 2.0. List box item
Text Align,,Tekstjustering,,TXT,,WIN,Access,Ver 2.0. Property or event
Text Align General,,TekstjusteringGenerelt,,TXT,,WIN,Access,Ver 2.0. Property or event
Text Box,,Tekstboks,,TDB,,WIN,Access,Ver 2.0. Title of Property Box
Text Delimiter:,D,Tekstskilletegn:,g,DIA,,WIN,Access,Ver 2.0.
Thin,,Tynn,,TXT,,WIN,Access,Ver 2.0. Dropdown value in listbox
Thursday,,Torsdag,,TXT,,WIN,Access,Ver 2.0. Dropdown value in listbox
Tile,T,Side ved side,v,COM,,WIN,Access,Ver 2.0.
Tile,,Side ved side,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Time Delimiter:,m,Klokkeslettskilletegn:,o,TXB,,WIN,Access,Ver 2.0.
Timer Interval,,Tidsmålerintervall,,TXT,,WIN,Access,Ver 2.0. Property or event
Title,,Tittel,,ARG,,WIN,Access,Ver 2.0. Macro Argument name
To,,Til,,ARG,,WIN,Access,Ver 2.0. Macro Argument name
to Fit,F,Tilpass størrelse,r,COM,,WIN,Access,Ver 2.0. Item in a submenu
To Grid,G,Til rutenett,n,COM,,WIN,Access,Ver 2.0. Item in a submenu
to Narrowest,N,Til smaleste,a,COM,,WIN,Access,Ver 2.0. Item in a submenu
to Shortest,S,Til minste,m,COM,,WIN,Access,Ver 2.0. Item in a submenu
to Tallest,T,Til største,s,COM,,WIN,Access,Ver 2.0. Item in a submenu
to Widest,W,Til bredeste,b,COM,,WIN,Access,Ver 2.0. Item in a submenu
To:,T,Til:,T,TXB,,WIN,Access,Ver 2.0.
Toggle Button,,Veksleknapp,,TDB,,WIN,Access,Ver 2.0. Title of Property Box
Tool Lock,,Verktøylås,,TXT,,WIN,Access,Ver 2.0. Status bar text for menu item or toolbar button
Toolbar Name,,Navn på verktøylinje,,ARG,,WIN,Access,Ver 2.0. Macro Argument name
Toolbar name:,T,Navn på verktøylinje:,v,TXB,,WIN,Access,Ver 2.0.
Toolbars,,Verktøylinjer,,TDB,,WIN,Access,Ver 2.0.
Toolbars,,Verktøylinjer,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Toolbars...,b,Verktøylinjer...,l,COM,,WIN,Access,Ver 2.0.
Toolbars...,T,Verktøylinjer...,e,COM,,WIN,Access,Ver 2.0.
Toolbars...,,Verktøylinjer...,,COM,,WIN,Access,Ver 2.0. Popup menu item (no hotkey)
Toolbars:,T,Verktøylinjer:,e,DIA,,WIN,Access,Ver 2.0.
Toolbox,T,Verktøykasse,V,COM,,WIN,Access,Ver 2.0.
Toolbox,,Verktøykasse,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Top,,Topp,,COM,,WIN,Access,Ver 2.0. Could be used as popup menu item (no hotkey) or tooltip text
Top,T,Topp,T,COM,,WIN,Access,Ver 2.0. Item in a submenu
Top Margin,,Toppmarg,,TXT,,WIN,Access,Ver 2.0. Options Preference Items
Top Values,,HøyesteVerdier,,TXT,,WIN,Access,Ver 2.0. Property or event
Top:,T,Topp:,T,TXB,,WIN,Access,Ver 2.0.
Total Pages,,Antall sider,,TXT,,WIN,Access,Ver 2.0. Strings found in Expression Builder
